merged_key,ieee_key,acm_key,match_type,score,isbn,ieee_file,acm_file
,,10.1145/3722237.3722273,UNMATCHED_ACM,0,9798400712692,,acm_scraped_20250820_092507.bib
,,10.1145/3657604.3664663,UNMATCHED_ACM,0,9798400706332,,acm_scraped_20250820_092507.bib
,,10.1145/3708394.3708406,UNMATCHED_ACM,0,9798400710650,,acm_scraped_20250820_092507.bib
,,10.1145/3726010.3726030,UNMATCHED_ACM,0,9798400712845,,acm_scraped_20250820_092507.bib
,,10.1145/3715336.3735735,UNMATCHED_ACM,0,9798400714856,,acm_scraped_20250820_092507.bib
,,10.1145/3706599.3719923,UNMATCHED_ACM,0,9798400713958,,acm_scraped_20250820_092507.bib
,,10.1145/3687311.3687323,UNMATCHED_ACM,0,9798400709920,,acm_scraped_20250820_092507.bib
,,10.1145/3707292.3707393,UNMATCHED_ACM,0,9798400707308,,acm_scraped_20250820_092507.bib
,,10.1145/3641032.3641065,UNMATCHED_ACM,0,9798400709173,,acm_scraped_20250820_092507.bib
,,10.1145/3736426.3736437,UNMATCHED_ACM,0,9798400714238,,acm_scraped_20250820_092507.bib
,,10.1145/3664476.3664510,UNMATCHED_ACM,0,9798400717185,,acm_scraped_20250820_092507.bib
,,10.1145/3744367.3744373,UNMATCHED_ACM,0,9798400715068,,acm_scraped_20250820_092507.bib
,,10.1145/3722237.3722376,UNMATCHED_ACM,0,9798400712692,,acm_scraped_20250820_092507.bib
,,10.1145/3723936.3723986,UNMATCHED_ACM,0,9798400712234,,acm_scraped_20250820_092507.bib
,,10.1145/3732945.3732993,UNMATCHED_ACM,0,9798400715204,,acm_scraped_20250820_092507.bib
,,10.1145/3729706,UNMATCHED_ACM,0,9798400712715,,acm_scraped_20250820_092507.bib
,,10.1145/3700297.3700355,UNMATCHED_ACM,0,9798400707100,,acm_scraped_20250820_092507.bib
,,10.1145/3711403.3711480,UNMATCHED_ACM,0,9798400717468,,acm_scraped_20250820_092507.bib
,,10.1145/3743095.3743103,UNMATCHED_ACM,0,0163-5948,,acm_scraped_20250820_092507.bib
,,10.1145/3727353.3727393,UNMATCHED_ACM,0,9798400712425,,acm_scraped_20250820_092507.bib
,,10.1145/3649165.3699862,UNMATCHED_ACM,0,9798400705984,,acm_scraped_20250820_092507.bib
,,10.1145/3724363.3729027,UNMATCHED_ACM,0,9798400715679,,acm_scraped_20250820_092507.bib
,,10.1145/3729605.3729685,UNMATCHED_ACM,0,9798400714405,,acm_scraped_20250820_092507.bib
,,10.1145/3718751.3718783,UNMATCHED_ACM,0,9798400709753,,acm_scraped_20250820_092507.bib
,,10.1145/3724363.3729121,UNMATCHED_ACM,0,9798400715679,,acm_scraped_20250820_092507.bib
,,10.1145/3721845,UNMATCHED_ACM,0,2157-6904,,acm_scraped_20250820_092507.bib
,,10.1145/3708394.3708402,UNMATCHED_ACM,0,9798400710650,,acm_scraped_20250820_092507.bib
,,10.1145/3706468.3706545,UNMATCHED_ACM,0,9798400707018,,acm_scraped_20250820_092507.bib
,,10.1145/3732945.3732956,UNMATCHED_ACM,0,9798400715204,,acm_scraped_20250820_092507.bib
,,10.1145/3672919.3672965,UNMATCHED_ACM,0,9798400718212,,acm_scraped_20250820_092507.bib
,,10.1145/3706468.3706553,UNMATCHED_ACM,0,9798400707018,,acm_scraped_20250820_092507.bib
,,10.1145/3720536,UNMATCHED_ACM,0,0001-0782,,acm_scraped_20250820_092754.bib
,,10.1145/3711896.3737870,UNMATCHED_ACM,0,9798400714542,,acm_scraped_20250820_092754.bib
,,10.1145/3706370.3731650,UNMATCHED_ACM,0,9798400713910,,acm_scraped_20250820_092754.bib
,,10.1145/3726010.3726029,UNMATCHED_ACM,0,9798400712845,,acm_scraped_20250820_092754.bib
,,10.1145/3670243.3670781,UNMATCHED_ACM,0,9798400717093,,acm_scraped_20250820_092754.bib
,,10.5555/3712729.3712955,UNMATCHED_ACM,0,9798331534202,,acm_scraped_20250820_092754.bib
,,10.1145/3711403.3711410,UNMATCHED_ACM,0,9798400717468,,acm_scraped_20250820_092754.bib
,,10.1145/3636555.3636879,UNMATCHED_ACM,0,9798400716188,,acm_scraped_20250820_092754.bib
,,10.1145/3722237.3722379,UNMATCHED_ACM,0,9798400712692,,acm_scraped_20250820_092754.bib
,,10.1145/3702212.3702217,UNMATCHED_ACM,0,9798400711725,,acm_scraped_20250820_092754.bib
,,10.1145/3734921.3734931,UNMATCHED_ACM,0,9798400713460,,acm_scraped_20250820_092754.bib
,,10.1145/3711403.3711436,UNMATCHED_ACM,0,9798400717468,,acm_scraped_20250820_092754.bib
,,10.1145/3657054.3657129,UNMATCHED_ACM,0,9798400709883,,acm_scraped_20250820_092754.bib
,,10.1145/3706599.3719696,UNMATCHED_ACM,0,9798400713958,,acm_scraped_20250820_092754.bib
,,10.1145/3734921,UNMATCHED_ACM,0,9798400713460,,acm_scraped_20250820_092754.bib
,,10.1145/3597503.3649399,UNMATCHED_ACM,0,9798400702174,,acm_scraped_20250820_092754.bib
,,10.1145/3711403.3711454,UNMATCHED_ACM,0,9798400717468,,acm_scraped_20250820_092754.bib
,,10.1145/3657054.3664243,UNMATCHED_ACM,0,9798400709883,,acm_scraped_20250820_092754.bib
,,10.1145/3706598.3713348,UNMATCHED_ACM,0,9798400713941,,acm_scraped_20250820_092754.bib
,,10.1145/3704289.3704296,UNMATCHED_ACM,0,9798400716980,,acm_scraped_20250820_092754.bib
,,10.1145/3757927,UNMATCHED_ACM,0,2157-6904,,acm_scraped_20250820_092754.bib
,,10.1145/3691720.3691809,UNMATCHED_ACM,0,9798400710230,,acm_scraped_20250820_092754.bib
,,10.1145/3658321.3658367,UNMATCHED_ACM,0,9798400709968,,acm_scraped_20250820_092754.bib
,,10.1145/3734921.3734933,UNMATCHED_ACM,0,9798400713460,,acm_scraped_20250820_092754.bib
,,10.1145/3728725,UNMATCHED_ACM,0,9798400713453,,acm_scraped_20250820_092754.bib
,,10.1145/3731626.3689825,UNMATCHED_ACM,0,,,acm_scraped_20250820_092754.bib
,,10.1145/3724504.3724537,UNMATCHED_ACM,0,9798400711732,,acm_scraped_20250820_092754.bib
,,10.1145/3613904.3642114,UNMATCHED_ACM,0,9798400703300,,acm_scraped_20250820_092754.bib
,,10.1145/3724504.3724526,UNMATCHED_ACM,0,9798400711732,,acm_scraped_20250820_092754.bib
,,10.1145/3711403.3711435,UNMATCHED_ACM,0,9798400717468,,acm_scraped_20250820_092754.bib
,,10.1145/3671151.3671178,UNMATCHED_ACM,0,9798400718106,,acm_scraped_20250820_092754.bib
,,10.1145/3745676.3745728,UNMATCHED_ACM,0,9798400715150,,acm_scraped_20250820_092754.bib
,,10.1145/3613904.3642824,UNMATCHED_ACM,0,9798400703300,,acm_scraped_20250820_092754.bib
,,10.1145/3657604.3664720,UNMATCHED_ACM,0,9798400706332,,acm_scraped_20250820_092754.bib
,,10.1145/3711403.3711453,UNMATCHED_ACM,0,9798400717468,,acm_scraped_20250820_092754.bib
,,10.1145/3686852.3687075,UNMATCHED_ACM,0,9798400711060,,acm_scraped_20250820_092754.bib
,,10.1145/3657604.3662029,UNMATCHED_ACM,0,9798400706332,,acm_scraped_20250820_092754.bib
,,10.1145/3708036.3708151,UNMATCHED_ACM,0,9798400709999,,acm_scraped_20250820_092754.bib
,,10.1145/3745238.3745312,UNMATCHED_ACM,0,9798400712791,,acm_scraped_20250820_092754.bib
,,10.1145/3711403.3711425,UNMATCHED_ACM,0,9798400717468,,acm_scraped_20250820_092754.bib
,,10.1145/3726010.3726089,UNMATCHED_ACM,0,9798400712845,,acm_scraped_20250820_092754.bib
,,10.1145/3711403.3711457,UNMATCHED_ACM,0,9798400717468,,acm_scraped_20250820_092754.bib
,,10.1145/3703459,UNMATCHED_ACM,0,,,acm_scraped_20250820_092754.bib
,,10.1145/3672608.3707817,UNMATCHED_ACM,0,9798400706295,,acm_scraped_20250820_092754.bib
,,10.1145/3708597.3708606,UNMATCHED_ACM,0,9798400718304,,acm_scraped_20250820_092754.bib
,,10.1145/3665348,UNMATCHED_ACM,0,9798400709562,,acm_scraped_20250820_092754.bib
,,10.1145/3597638.3614548,UNMATCHED_ACM,0,9798400702204,,acm_scraped_20250820_092754.bib
,,10.1145/3723890.3723902,UNMATCHED_ACM,0,9798400712623,,acm_scraped_20250820_092754.bib
,,10.1145/3658271.3658337,UNMATCHED_ACM,0,9798400709968,,acm_scraped_20250820_092826.bib
,,10.1145/3724504.3724511,UNMATCHED_ACM,0,9798400711732,,acm_scraped_20250820_092826.bib
,,10.1145/3722237.3722377,UNMATCHED_ACM,0,9798400712692,,acm_scraped_20250820_092826.bib
,,10.1145/3672608.3707764,UNMATCHED_ACM,0,9798400706295,,acm_scraped_20250820_092826.bib
,,10.1145/3678392.3678405,UNMATCHED_ACM,0,9798400717123,,acm_scraped_20250820_092826.bib
,,10.1145/3678726.3678778,UNMATCHED_ACM,0,9798400717611,,acm_scraped_20250820_092826.bib
,,10.1145/3690391,UNMATCHED_ACM,0,1556-4673,,acm_scraped_20250820_092826.bib
,,10.1145/3641555.3705061,UNMATCHED_ACM,0,9798400705328,,acm_scraped_20250820_092826.bib
,,10.1145/3704289.3704293,UNMATCHED_ACM,0,9798400716980,,acm_scraped_20250820_092826.bib
,,10.1145/3706468.3706559,UNMATCHED_ACM,0,9798400707018,,acm_scraped_20250820_092826.bib
,,10.1145/3657054.3659122,UNMATCHED_ACM,0,9798400709883,,acm_scraped_20250820_092826.bib
,,10.1145/3732801.3732821,UNMATCHED_ACM,0,9798400712432,,acm_scraped_20250820_092826.bib
,,10.1145/3722237.3722399,UNMATCHED_ACM,0,9798400712692,,acm_scraped_20250820_092826.bib
,,10.1145/3568812.3603469,UNMATCHED_ACM,0,9781450399753,,acm_scraped_20250820_092826.bib
,,10.1145/3745238.3745511,UNMATCHED_ACM,0,9798400712791,,acm_scraped_20250820_092826.bib
,,10.1145/3670740,UNMATCHED_ACM,0,9798400709883,,acm_scraped_20250820_092826.bib
,,10.1145/3613904.3642899,UNMATCHED_ACM,0,9798400703300,,acm_scraped_20250820_092826.bib
,,10.1145/3700297.3700308,UNMATCHED_ACM,0,9798400707100,,acm_scraped_20250820_092826.bib
,,10.1145/3700297.3700354,UNMATCHED_ACM,0,9798400707100,,acm_scraped_20250820_092826.bib
,,10.1145/3636555.3636856,UNMATCHED_ACM,0,9798400716188,,acm_scraped_20250820_092826.bib
,,10.1145/3722237.3722258,UNMATCHED_ACM,0,9798400712692,,acm_scraped_20250820_092826.bib
,,10.1145/3696500.3696575,UNMATCHED_ACM,0,9798400710278,,acm_scraped_20250820_092826.bib
,,10.1145/3649217.3653575,UNMATCHED_ACM,0,9798400706004,,acm_scraped_20250820_092826.bib
,,10.1145/3675812.3675870,UNMATCHED_ACM,0,9798400716805,,acm_scraped_20250820_092826.bib
,,10.1145/3660043.3660178,UNMATCHED_ACM,0,9798400716157,,acm_scraped_20250820_092826.bib
,,10.1145/3687311.3687415,UNMATCHED_ACM,0,9798400709920,,acm_scraped_20250820_092826.bib
,,10.1145/3626252.3630938,UNMATCHED_ACM,0,9798400704239,,acm_scraped_20250820_092826.bib
,,10.1145/3689433,UNMATCHED_ACM,0,1073-0516,,acm_scraped_20250820_092826.bib
,,10.1145/3700297.3700395,UNMATCHED_ACM,0,9798400707100,,acm_scraped_20250820_092826.bib
,,10.1145/3531146.3533077,UNMATCHED_ACM,0,9781450393522,,acm_scraped_20250820_092826.bib
,,10.1145/3626253.3635427,UNMATCHED_ACM,0,9798400704246,,acm_scraped_20250820_092826.bib
,,10.1145/3711403.3711408,UNMATCHED_ACM,0,9798400717468,,acm_scraped_20250820_092826.bib
,,10.1145/3696117.3696123,UNMATCHED_ACM,0,0163-5948,,acm_scraped_20250820_092826.bib
,,10.1145/3706598.3714121,UNMATCHED_ACM,0,9798400713941,,acm_scraped_20250820_092826.bib
,,10.1145/3726010.3726032,UNMATCHED_ACM,0,9798400712845,,acm_scraped_20250820_092826.bib
,,10.1145/3691720.3691768,UNMATCHED_ACM,0,9798400710230,,acm_scraped_20250820_092826.bib
,,10.1145/3691016.3691035,UNMATCHED_ACM,0,9798400710285,,acm_scraped_20250820_092826.bib
,,10.1145/3675417.3675574,UNMATCHED_ACM,0,9798400717147,,acm_scraped_20250820_092826.bib
,,10.1145/3675417.3675461,UNMATCHED_ACM,0,9798400717147,,acm_scraped_20250820_092826.bib
,,10.1145/3729605.3729611,UNMATCHED_ACM,0,9798400714405,,acm_scraped_20250820_092826.bib
,,10.1145/3637907.3637947,UNMATCHED_ACM,0,9798400716676,,acm_scraped_20250820_092826.bib
,,10.1145/3661167.3661177,UNMATCHED_ACM,0,9798400717017,,acm_scraped_20250820_092826.bib
,,10.1145/3686081.3686126,UNMATCHED_ACM,0,9798400718151,,acm_scraped_20250820_092826.bib
,,10.1145/3660043.3660174,UNMATCHED_ACM,0,9798400716157,,acm_scraped_20250820_092826.bib
,,10.1145/3675417.3675453,UNMATCHED_ACM,0,9798400717147,,acm_scraped_20250820_092826.bib
,,10.1145/3728725.3728763,UNMATCHED_ACM,0,9798400713453,,acm_scraped_20250820_092826.bib
,,10.1145/3734921.3734944,UNMATCHED_ACM,0,9798400713460,,acm_scraped_20250820_092826.bib
,,10.1145/3691422.3691471,UNMATCHED_ACM,0,9798400717260,,acm_scraped_20250820_092826.bib
,,10.1145/3708394.3708425,UNMATCHED_ACM,0,9798400710650,,acm_scraped_20250820_092826.bib
,,10.1145/3744367.3744395,UNMATCHED_ACM,0,9798400715068,,acm_scraped_20250820_092826.bib
,,10.1145/3689535.3689553,UNMATCHED_ACM,0,9798400711770,,acm_scraped_20250820_092853.bib
,,10.1145/3656650.3656733,UNMATCHED_ACM,0,9798400717642,,acm_scraped_20250820_092853.bib
,,10.1145/3745238.3745456,UNMATCHED_ACM,0,9798400712791,,acm_scraped_20250820_092853.bib
,,10.1145/3734921.3734926,UNMATCHED_ACM,0,9798400713460,,acm_scraped_20250820_092853.bib
,,10.1145/3706599.3719972,UNMATCHED_ACM,0,9798400713958,,acm_scraped_20250820_092853.bib
,,10.1145/3734921.3734923,UNMATCHED_ACM,0,9798400713460,,acm_scraped_20250820_092853.bib
,,10.1145/3641825.3689685,UNMATCHED_ACM,0,9798400705359,,acm_scraped_20250820_092853.bib
,,10.1145/3724389.3731266,UNMATCHED_ACM,0,9798400715693,,acm_scraped_20250820_092853.bib
,,10.1145/3729706.3729807,UNMATCHED_ACM,0,9798400712715,,acm_scraped_20250820_092853.bib
,,10.1145/3745238.3745524,UNMATCHED_ACM,0,9798400712791,,acm_scraped_20250820_092853.bib
,,10.1145/3734921.3734942,UNMATCHED_ACM,0,9798400713460,,acm_scraped_20250820_092853.bib
,,10.1145/3641554.3701853,UNMATCHED_ACM,0,9798400705311,,acm_scraped_20250820_092853.bib
,,10.1613/jair.1.17175,UNMATCHED_ACM,0,1076-9757,,acm_scraped_20250820_092853.bib
,,10.1145/3698061.3726959,UNMATCHED_ACM,0,9798400712890,,acm_scraped_20250820_092853.bib
,,10.1145/3722547,UNMATCHED_ACM,0,0001-0782,,acm_scraped_20250820_092853.bib
,,10.1145/3716489.3728432,UNMATCHED_ACM,0,9798400714979,,acm_scraped_20250820_092853.bib
,,10.1145/3678884.3681897,UNMATCHED_ACM,0,9798400711145,,acm_scraped_20250820_092853.bib
,,10.1145/3605390.3610821,UNMATCHED_ACM,0,9798400708060,,acm_scraped_20250820_092853.bib
,,10.1145/3708319.3733669,UNMATCHED_ACM,0,9798400713996,,acm_scraped_20250820_092853.bib
,,10.1145/3665463.3678856,UNMATCHED_ACM,0,9798400706929,,acm_scraped_20250820_092853.bib
,,10.1145/3636555.3636866,UNMATCHED_ACM,0,9798400716188,,acm_scraped_20250820_092853.bib
,,10.1145/3734921.3734945,UNMATCHED_ACM,0,9798400713460,,acm_scraped_20250820_092853.bib
,,10.1145/3638567,UNMATCHED_ACM,0,0001-0782,,acm_scraped_20250820_092853.bib
,,10.1145/3734921.3734943,UNMATCHED_ACM,0,9798400713460,,acm_scraped_20250820_092853.bib
,,10.1145/3696630.3728723,UNMATCHED_ACM,0,9798400712760,,acm_scraped_20250820_092853.bib
,,10.1145/3719006,UNMATCHED_ACM,0,1049-331x,,acm_scraped_20250820_092853.bib
,,10.1145/3641554.3701785,UNMATCHED_ACM,0,9798400705311,,acm_scraped_20250820_092853.bib
,,10.1145/3654699,UNMATCHED_ACM,0,0001-0782,,acm_scraped_20250820_092853.bib
,,10.1145/3732797,UNMATCHED_ACM,0,0001-0782,,acm_scraped_20250820_092853.bib
,,10.1145/3648188.3675120,UNMATCHED_ACM,0,9798400705953,,acm_scraped_20250820_092853.bib
,,10.1145/3726010.3726014,UNMATCHED_ACM,0,9798400712845,,acm_scraped_20250820_092853.bib
,,10.1145/3686169.3686172,UNMATCHED_ACM,0,9798400710421,,acm_scraped_20250820_092853.bib
,,10.1145/3700297.3700315,UNMATCHED_ACM,0,9798400707100,,acm_scraped_20250820_092853.bib
,,10.1145/3729434.3729456,UNMATCHED_ACM,0,9798400712630,,acm_scraped_20250820_092853.bib
,,10.1145/3716640.3716658,UNMATCHED_ACM,0,9798400714252,,acm_scraped_20250820_092853.bib
,,10.1145/3641237.3691669,UNMATCHED_ACM,0,9798400705199,,acm_scraped_20250820_092853.bib
,,10.1145/3639856.3639893,UNMATCHED_ACM,0,9798400716492,,acm_scraped_20250820_092853.bib
,,10.1145/3709026.3709100,UNMATCHED_ACM,0,9798400718182,,acm_scraped_20250820_092853.bib
,,10.1145/3711403.3711452,UNMATCHED_ACM,0,9798400717468,,acm_scraped_20250820_092853.bib
,,10.1145/3658549.3658566,UNMATCHED_ACM,0,9798400709180,,acm_scraped_20250820_092853.bib
,,10.1145/3706101,UNMATCHED_ACM,0,0001-0782,,acm_scraped_20250820_092853.bib
,,10.1145/3641237.3691672,UNMATCHED_ACM,0,9798400705199,,acm_scraped_20250820_092853.bib
,,10.1145/3742939.3742946,UNMATCHED_ACM,0,1094-3641,,acm_scraped_20250820_092853.bib
,,10.1145/3632634.3655888,UNMATCHED_ACM,0,9798400704772,,acm_scraped_20250820_092853.bib
,,10.1145/3732775.3733572,UNMATCHED_ACM,0,9798400718861,,acm_scraped_20250820_092853.bib
,,10.1145/3722449.3722466,UNMATCHED_ACM,0,0163-5840,,acm_scraped_20250820_092853.bib
,,10.1145/3734921.3734932,UNMATCHED_ACM,0,9798400713460,,acm_scraped_20250820_092853.bib
,,10.1145/3685680,UNMATCHED_ACM,0,,,acm_scraped_20250820_092853.bib
,,10.1145/3715336.3735808,UNMATCHED_ACM,0,9798400714856,,acm_scraped_20250820_092853.bib
,,10.1145/3674844,UNMATCHED_ACM,0,,,acm_scraped_20250820_094603.bib
,,10.1145/3701534,UNMATCHED_ACM,0,0001-0782,,acm_scraped_20250820_094603.bib
,,10.1145/3744367.3744408,UNMATCHED_ACM,0,9798400715068,,acm_scraped_20250820_094603.bib
,,10.1145/3728725.3728753,UNMATCHED_ACM,0,9798400713453,,acm_scraped_20250820_094603.bib
,,10.1145/3734921.3734939,UNMATCHED_ACM,0,9798400713460,,acm_scraped_20250820_094603.bib
,,10.1145/3724504.3724622,UNMATCHED_ACM,0,9798400711732,,acm_scraped_20250820_094603.bib
,,10.1145/3689492.3690050,UNMATCHED_ACM,0,9798400712159,,acm_scraped_20250820_094603.bib
,,10.1145/3696630.3731469,UNMATCHED_ACM,0,9798400712760,,acm_scraped_20250820_094603.bib
,,10.1145/3652037.3663893,UNMATCHED_ACM,0,9798400717604,,acm_scraped_20250820_094603.bib
,,10.1145/3706599.3719841,UNMATCHED_ACM,0,9798400713958,,acm_scraped_20250820_094603.bib
,,10.1145/3658644.3670299,UNMATCHED_ACM,0,9798400706363,,acm_scraped_20250820_094603.bib
,,10.1145/3665348.3665359,UNMATCHED_ACM,0,9798400709562,,acm_scraped_20250820_094603.bib
,,10.1145/3652102,UNMATCHED_ACM,0,0001-0782,,acm_scraped_20250820_094603.bib
,,10.1145/3665348.3665413,UNMATCHED_ACM,0,9798400709562,,acm_scraped_20250820_094603.bib
,,10.1145/3728725.3728757,UNMATCHED_ACM,0,9798400713453,,acm_scraped_20250820_094603.bib
,,10.1145/3627673.3679087,UNMATCHED_ACM,0,9798400704369,,acm_scraped_20250820_094603.bib
,,10.1145/3665348.3665418,UNMATCHED_ACM,0,9798400709562,,acm_scraped_20250820_094603.bib
,,10.1145/3719290,UNMATCHED_ACM,0,0360-0300,,acm_scraped_20250820_094603.bib
,,10.1145/3664824,UNMATCHED_ACM,0,,,acm_scraped_20250820_094603.bib
,,10.1145/3725536.3725540,UNMATCHED_ACM,0,0163-5999,,acm_scraped_20250820_094603.bib
,,10.1145/3637864,UNMATCHED_ACM,0,0001-0782,,acm_scraped_20250820_094603.bib
,,10.1145/3708557.3716158,UNMATCHED_ACM,0,9798400714092,,acm_scraped_20250820_094603.bib
,,10.1145/3665348.3665349,UNMATCHED_ACM,0,9798400709562,,acm_scraped_20250820_094603.bib
,,10.1145/3665348.3665410,UNMATCHED_ACM,0,9798400709562,,acm_scraped_20250820_094603.bib
,,10.1145/3657604.3664640,UNMATCHED_ACM,0,9798400706332,,acm_scraped_20250820_094603.bib
,,10.1145/3644815.3644982,UNMATCHED_ACM,0,9798400705915,,acm_scraped_20250820_094603.bib
,,10.1145/3665348.3665406,UNMATCHED_ACM,0,9798400709562,,acm_scraped_20250820_094603.bib
,,10.1145/3665348.3665367,UNMATCHED_ACM,0,9798400709562,,acm_scraped_20250820_094603.bib
,,10.1145/3678263,UNMATCHED_ACM,0,,,acm_scraped_20250820_094603.bib
,,10.1145/3734921.3734928,UNMATCHED_ACM,0,9798400713460,,acm_scraped_20250820_094603.bib
,,10.1145/3734921.3734925,UNMATCHED_ACM,0,9798400713460,,acm_scraped_20250820_094603.bib
,,10.1145/3665348.3665420,UNMATCHED_ACM,0,9798400709562,,acm_scraped_20250820_094603.bib
,,10.1145/3665348.3665373,UNMATCHED_ACM,0,9798400709562,,acm_scraped_20250820_094603.bib
,,10.1145/3665348.3665414,UNMATCHED_ACM,0,9798400709562,,acm_scraped_20250820_094603.bib
,,10.1145/3605098.3636201,UNMATCHED_ACM,0,9798400702433,,acm_scraped_20250820_094603.bib
,,10.1145/3665348.3665403,UNMATCHED_ACM,0,9798400709562,,acm_scraped_20250820_094603.bib
,,10.5555/3665464.3665476,UNMATCHED_ACM,0,1937-4771,,acm_scraped_20250820_094603.bib
,,10.1145/3696630.3728718,UNMATCHED_ACM,0,9798400712760,,acm_scraped_20250820_094603.bib
,,10.1145/3724389.3731270,UNMATCHED_ACM,0,9798400715693,,acm_scraped_20250820_094603.bib
,,10.1145/3655497.3655516,UNMATCHED_ACM,0,9798400709302,,acm_scraped_20250820_094603.bib
,,10.1145/3728725.3728741,UNMATCHED_ACM,0,9798400713453,,acm_scraped_20250820_094603.bib
,,10.1145/3708319.3733806,UNMATCHED_ACM,0,9798400713996,,acm_scraped_20250820_094603.bib
,,10.1145/3663433.3663435,UNMATCHED_ACM,0,9798400717222,,acm_scraped_20250820_094603.bib
,,10.1145/3665348.3665371,UNMATCHED_ACM,0,9798400709562,,acm_scraped_20250820_094603.bib
,,10.1145/3665348.3665358,UNMATCHED_ACM,0,9798400709562,,acm_scraped_20250820_094603.bib
,,10.1145/3716489.3728431,UNMATCHED_ACM,0,9798400714979,,acm_scraped_20250820_094603.bib
,,10.1145/3713043.3731508,UNMATCHED_ACM,0,9798400714733,,acm_scraped_20250820_094603.bib
,,10.1145/3665348.3665377,UNMATCHED_ACM,0,9798400709562,,acm_scraped_20250820_094603.bib
,,10.1145/3665348.3665385,UNMATCHED_ACM,0,9798400709562,,acm_scraped_20250820_094603.bib
,,10.1145/3665348.3665356,UNMATCHED_ACM,0,9798400709562,,acm_scraped_20250820_094603.bib
